"sample","HC5_aj","lower","upper","chem","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","RT_AF","richness","ta7"
"site_00149_date_00167_miljodata_sweden",0.00410464721148168,0.000308052311795598,0.0981047973332285,"IMD",149,167,6551217,411988,"RT3",NA,"RT05",NA,9,"C"
"site_00149_date_00482_ebro",0.00978326210308849,0.00371941235187392,0.0257307674328308,"IMD",149,482,2194743.85848468,3302510.02401483,"RT18","RT8_10_11_18","RT11",NA,39,"E"
"site_00150_date_00053_monitoring_poland",0.0117613922395666,0.00238075152621023,0.0735353308438768,"IMD",150,53,3336854.07120539,5093927.04246364,"RT18","RT8_10_11_18","RT01",NA,15,"E"
"site_00150_date_00167_miljodata_sweden",0.00284643959763596,0.000269312835495805,0.045644703201205,"IMD",150,167,6524990,373863,"RT6",NA,"RT04",NA,10,NA
"site_00150_date_00388_ebro",0.00747135243800395,0.00277252095429229,0.0221781641751555,"IMD",150,388,2220840.44715835,3290623.06746798,"RT18","RT8_10_11_18","RT11",NA,37,"E"
"site_00151_date_00003_monitoring_portugual",0.00641105439154145,0.00294668111090088,0.0158839075963329,"IMD",151,3,2172506.8650271,2801996.77260732,"RT1","RT1","RT12",NA,40,"A"
"site_00151_date_00022_miljodata_sweden",0.000790739729366212,0.000195873278125191,0.00379235926656754,"IMD",151,22,6508806,425203,"RT5",NA,"RT03",NA,26,"D"
"site_00151_date_00053_monitoring_poland",0.0154065003772344,0.0034686049586391,0.0736629932999513,"IMD",151,53,3328471.23764611,5081525.51869028,"RT1","RT1","RT01",NA,23,"A"
"site_00152_date_00022_miljodata_sweden",0.00149733011039026,0.000445797744056197,0.00630726380748738,"IMD",152,22,6515126,434583,"RT7",NA,"RT02",NA,44,NA
"site_00153_date_00040_miljodata_sweden",0.00724798633906506,0.0037932879473649,0.0143653874418598,"IMD",153,40,6425287,530244,"RT3",NA,"RT05",NA,65,"C"
"site_00154_date_00003_monitoring_portugual",0.00613975169646623,0.00222935674926559,0.0211028248593033,"IMD",154,3,2205167.76749097,2918171.11362973,"RT18","RT8_10_11_18","RT11",NA,35,"E"
"site_00154_date_00050_miljodata_sweden",0.0059062629294478,0.00210860123620145,0.0173927280966851,"IMD",154,50,6468551,595208,"RT3",NA,"RT05",NA,37,"C"
"site_00155_date_00041_miljodata_sweden",0.00477149861920514,0.00187240741829586,0.0132223710519786,"IMD",155,41,6597537,508518,"RT6",NA,"RT04",NA,50,NA
"site_00156_date_00170_miljodata_sweden",0.00337224604035293,0.000692093715307331,0.0211547033413994,"IMD",156,170,6596410,497946,"RT6",NA,"RT04",NA,24,NA
"site_00156_date_00387_ebro",0.00658709710017127,0.00270714938692073,0.0172403377003352,"IMD",156,387,2207038.79380669,3247983.44352178,"RT14","RT14_15_16","RT10",NA,42,"G"
"site_00157_date_00079_rcs",0.0104472782740319,0.00412890024912575,0.0281594529476189,"IMD",157,79,2904631.76464089,4006195.98210363,"RT4","RT4_5","RT02",NA,50,"D"
"site_00157_date_00173_miljodata_sweden",0.00702073949371137,0.00330461186380188,0.0180084161731877,"IMD",157,173,6900618,583588,"RT6",NA,"RT04",NA,36,NA
"site_00157_date_00174_miljodata_sweden",0.0099980533233502,0.00505024513923829,0.01897909238879,"IMD",157,174,6900618,583588,"RT6",NA,"RT04",NA,36,NA
"site_00157_date_00617_monitoring_poland",0.00613239525859155,0.0016222860907565,0.0295900312943422,"IMD",157,617,3188126.82302631,4943658.28687833,"RT4","RT4_5","RT02",NA,23,"D"
"site_00158_date_00021_miljodata_sweden",0.0109569605231084,0.00590086381388741,0.0221175277338982,"IMD",158,21,6265410,397471,"RT6",NA,"RT04",NA,44,NA
"site_00158_date_00080_rcs",0.00886549988095514,0.00333780573874979,0.0253011776236865,"IMD",158,80,2904631.76464089,4006195.98210363,"RT14","RT14_15_16","RT02",NA,49,"G"
"site_00158_date_00387_ebro",0.00822782885645913,0.00355262264767954,0.0200019901085764,"IMD",158,387,2199575.04911148,3271915.20133972,"RT14","RT14_15_16","RT10",NA,45,"G"
"site_00159_date_00021_miljodata_sweden",0.00691975583053979,0.00268425178854858,0.0200281775219257,"IMD",159,21,6312710,385060,"RT6",NA,"RT05",NA,29,NA
"site_00159_date_00085_rcs",0.0117940678636351,0.00457338605048801,0.0347966576016994,"IMD",159,85,2904631.76464089,4006195.98210363,"RT14","RT14_15_16","RT02",NA,46,"G"
"site_00159_date_00387_ebro",0.00862563869160886,0.00424077303132991,0.0191781465166214,"IMD",159,387,2203457.79109599,3258868.31906555,"RT14","RT14_15_16","RT10",NA,48,"G"
"site_00160_date_00024_miljodata_sweden",0.00647058094203645,0.0023880324320732,0.0181777655899202,"IMD",160,24,6427502,503097,"RT3",NA,"RT05",NA,26,"C"
"site_00160_date_00386_ebro",0.00851968989260168,0.00381995941303835,0.0201619599527605,"IMD",160,386,2204448.44341992,3249014.77337963,"RT14","RT14_15_16","RT10",NA,39,"G"
"site_00161_date_00003_monitoring_portugual",0.0079513271218695,0.00307380066998244,0.0226621303746184,"IMD",161,3,2189297.90216208,2884512.76921586,"RT18","RT8_10_11_18","RT12",NA,33,"E"
"site_00161_date_00024_miljodata_sweden",0.0137425776210435,0.00770457423343732,0.0261929820661239,"IMD",161,24,6405490,502319,"RT9",NA,"RT09",NA,37,"F"
"site_00161_date_00235_monitoring_spain",0.00722670630383754,0.00186343090362254,0.0362417266063893,"IMD",161,235,1959064.98898946,3406011.41200759,"RT18","RT8_10_11_18","RT10",NA,18,"E"
"site_00161_date_00388_ebro",0.0103772435121832,0.00431438764014911,0.0286287449560765,"IMD",161,388,2220303.90808461,3300100.72180605,"RT18","RT8_10_11_18","RT11",NA,34,"E"
"site_00162_date_00024_miljodata_sweden",0.00745473310814762,0.00312636782152663,0.0213838717001603,"IMD",162,24,6401537,487612,"RT12",NA,"RT09",NA,34,NA
"site_00162_date_00386_ebro",0.00845208820804848,0.0036859432494398,0.0206528369835372,"IMD",162,386,2220424.15280581,3269936.42092769,"RT18","RT8_10_11_18","RT11",NA,48,"E"
"site_00163_date_00034_ebro",0.00569166123840178,0.00184301204954455,0.0197400661685203,"IMD",163,34,2227068.30556102,3272895.45359259,"RT18","RT8_10_11_18","RT11",NA,33,"E"
"site_00163_date_00103_miljodata_sweden",0.00765399297211054,0.00340948089250212,0.0203829051072913,"IMD",163,103,6373907,450535,"RT12",NA,"RT09",NA,36,NA
"site_00164_date_00003_monitoring_portugual",0.00652529684225873,0.00296548866528183,0.0160064203566892,"IMD",164,3,2253748.23799321,2911129.08827054,"RT18","RT8_10_11_18","RT11",NA,41,"E"
"site_00164_date_00022_miljodata_sweden",0.00277123487210178,0.000864543580418663,0.0108023387835626,"IMD",164,22,6342144,488886,"RT3",NA,"RT05",NA,37,"C"
"site_00164_date_00272_ebro",0.00745421667049978,0.00259181028802234,0.021626418506578,"IMD",164,272,2269742.13327067,3399685.77449738,"RT18","RT8_10_11_18","RT11",NA,30,"E"
"site_00164_date_00618_monitoring_poland",0.0112413623390744,0.00351216007668258,0.0424367477254838,"IMD",164,618,3188501.23391584,4940708.27960981,"RT18","RT8_10_11_18","RT02",NA,28,"E"
"site_00165_date_00003_monitoring_portugual",0.00591812955065433,0.0025041174696686,0.0145664669743873,"IMD",165,3,2239878.92636048,2954032.03164268,"RT18","RT8_10_11_18","RT12",NA,36,"E"
"site_00165_date_00175_miljodata_sweden",0.00315830131503692,0.00125251151080809,0.00863835796942538,"IMD",165,175,6437498,326509,"RT6",NA,"RT04",NA,36,NA
"site_00165_date_00176_miljodata_sweden",0.00223774024149903,0.00105370661156918,0.00492607665978361,"IMD",165,176,6437498,326509,"RT6",NA,"RT04",NA,56,NA
"site_00165_date_00272_ebro",0.0059041373162797,0.00246430862146469,0.0156285813649067,"IMD",165,272,2277308.40567531,3397212.40215039,"RT18","RT8_10_11_18","RT11",NA,44,"E"
"site_00165_date_00282_naiades",0.00599061830812639,0.00223112458081988,0.0176784050948546,"IMD",165,282,2824417.40423757,3946834.1705007,"RT18","RT8_10_11_18","RT07",NA,57,"E"
"site_00166_date_00003_monitoring_portugual",0.00692582832693898,0.00284059441116443,0.0198619794568472,"IMD",166,3,2109573.27350375,2887186.41588928,"RT19","RT19","RT12",NA,28,NA
"site_00166_date_00018_miljodata_sweden",0.00251126399972236,0.00100337613004423,0.00627704451587025,"IMD",166,18,6413766,496273,"RT6",NA,"RT05",NA,46,NA
"site_00167_date_00003_monitoring_portugual",0.00626370638362558,0.00225687664254958,0.0172330613017357,"IMD",167,3,2128865.45809285,2885252.84874861,"RT18","RT8_10_11_18","RT11",NA,35,"E"
"site_00167_date_00086_miljodata_sweden",0.0219924463130903,0.0150666641666922,0.0336215142177089,"IMD",167,86,6729678,386086,"RT12",NA,"RT09",NA,24,NA
"site_00168_date_00003_monitoring_portugual",0.00985253060200869,0.00444692814715375,0.0250656387568333,"IMD",168,3,2222279.5650707,2909869.13517278,"RT18","RT8_10_11_18","RT11",NA,32,"E"
"site_00168_date_00136_miljodata_sweden",0.0131461207025498,0.00744123366910865,0.026076362330067,"IMD",168,136,6711417,397534,"RT12",NA,"RT08",NA,34,NA
"site_00168_date_00235_monitoring_spain",0.00542711180993526,0.00157755253315951,0.0247636983121237,"IMD",168,235,1955714.73720292,3415372.84467915,"RT18","RT8_10_11_18","RT11",NA,18,"E"
"site_00169_date_00003_monitoring_portugual",0.00539381634341036,0.00209709081651473,0.0154208173012903,"IMD",169,3,2227800.0965596,2892857.04877168,"RT19","RT19","RT12",NA,28,NA
"site_00169_date_00007_miljodata_sweden",0.00786522413601768,0.00242038876420896,0.029352663924295,"IMD",169,7,6606238,661152,"RT4",NA,"RT02",NA,48,"D"
"site_00169_date_00008_monitoring_greece",0.0155736285491778,0.00763959393292882,0.0321201887518573,"IMD",169,8,1861013.34018553,5368643.13290324,"RT19","RT19","RT12",NA,16,NA
"site_00169_date_00234_monitoring_spain",0.00566135842051401,0.00189040973488086,0.0205639581806884,"IMD",169,234,1944903.40771823,3436546.80590779,"RT19","RT19","RT11",NA,34,NA
"site_00170_date_00007_miljodata_sweden",0.00433244250441122,0.00117431156787428,0.0211922297893993,"IMD",170,7,6605102,663176,"RT4",NA,"RT02",NA,36,"D"
"site_00170_date_00008_monitoring_greece",0.014369504605835,0.00813158645866742,0.0304569301644144,"IMD",170,8,1861335.25883543,5364532.34650979,"RT19","RT19","RT12",NA,13,NA
"site_00170_date_00234_monitoring_spain",0.00538094086401666,0.00173742565198082,0.023230153990225,"IMD",170,234,1957299.30394591,3443343.07596109,"RT19","RT19","RT11",NA,30,NA
"site_00171_date_00177_miljodata_sweden",0.00773207776582186,0.00336361412601744,0.0192202158191189,"IMD",171,177,7524576,859077,"RT9",NA,"RT09",NA,28,"F"
"site_00172_date_00178_miljodata_sweden",0.00573287765833166,0.00193604966508912,0.0228515518215118,"IMD",172,178,7258322,772476,"RT6",NA,"RT04",NA,17,NA
"site_00172_date_00286_ebro",0.00670621858937214,0.00245497151270794,0.0189723015325164,"IMD",172,286,2278706.45566406,3332694.84250969,"RT10","RT8_10_11_18","RT06",NA,34,"E"
"site_00173_date_00010_miljodata_sweden",0.00181871576172259,0.000736784664275073,0.00462492342474783,"IMD",173,10,6517942,539030,"RT6",NA,"RT04",NA,71,NA
"site_00174_date_00136_miljodata_sweden",0.00847597940327212,0.00375459345428042,0.0211149348794381,"IMD",174,136,6364588,468768,"RT12",NA,"RT09",NA,38,NA
"site_00174_date_00286_ebro",0.00467280456548525,0.000971572943714239,0.0300299559475747,"IMD",174,286,2282577.99263513,3356950.66184751,"RT10","RT8_10_11_18","RT06",NA,14,"E"
"site_00175_date_00003_monitoring_portugual",0.00801378181309849,0.00290200512636348,0.0233821716534973,"IMD",175,3,2198356.82839639,2950642.2854301,"RT18","RT8_10_11_18","RT12",NA,44,"E"
"site_00175_date_00181_miljodata_sweden",0.00793454515733781,0.00292071783023614,0.0230142992891457,"IMD",175,181,6635190,525485,"RT6",NA,"RT04",NA,28,NA
"site_00175_date_00286_ebro",0.00790157305469883,0.00285436897186962,0.025959302296017,"IMD",175,286,2279729.98053126,3347566.5918722,"RT18","RT8_10_11_18","RT11",NA,39,"E"
"site_00176_date_00183_miljodata_sweden",0.00879120988897696,0.00368638968281335,0.0201918659183862,"IMD",176,183,6243632,383903,"RT6",NA,"RT05",NA,34,NA
"site_00177_date_00003_monitoring_portugual",0.0105397331481534,0.00483054380572985,0.0267666260688329,"IMD",177,3,2124794.57121207,2888310.06718137,"RT18","RT8_10_11_18","RT11",NA,30,"E"
"site_00177_date_00185_miljodata_sweden",0.00655533475513797,0.00265426202899699,0.0224022756767381,"IMD",177,185,6314824,382117,"RT6",NA,"RT04",NA,22,NA
"site_00178_date_00188_miljodata_sweden",0.00649542981008163,0.00281930032156775,0.0163007599944354,"IMD",178,188,6845631,577014,"RT2",NA,"RT04",NA,38,"B"
"site_00179_date_00036_ebro",0.0104735856583594,0.00492921526835976,0.0267532741389808,"IMD",179,36,2226445.44314407,3249729.08594407,"RT18","RT8_10_11_18","RT11",NA,26,"E"
"site_00179_date_00191_miljodata_sweden",0.00677907525425115,0.00319085185890529,0.0156053767308273,"IMD",179,191,6736766,577507,"RT6",NA,"RT04",NA,52,NA
"site_00180_date_00142_miljodata_sweden",0.00788894084924585,0.00402575882443689,0.0167160343714167,"IMD",180,142,6970545,620746,"RT6",NA,"RT04",NA,52,NA
"site_00181_date_00003_monitoring_portugual",0.00796935704703385,0.00339516269886103,0.0199915657349024,"IMD",181,3,2150940.00564986,2870772.86995674,"RT18","RT8_10_11_18","RT11",NA,25,"E"
"site_00181_date_00057_miljodata_sweden",0.00706665318728929,0.00331380401388251,0.0169857429282801,"IMD",181,57,6996523,444226,"RT12",NA,"RT09",NA,33,NA
"site_00182_date_00195_miljodata_sweden",0.00683647080277282,0.00305725333312446,0.0166815000281601,"IMD",182,195,6305831,365332,"RT6",NA,"RT05",NA,53,NA
"site_00182_date_00385_ebro",0.00828770763746245,0.00407373507809396,0.0181621075482848,"IMD",182,385,2227325.14025132,3241520.66829442,"RT14","RT14_15_16","RT10",NA,43,"G"
"site_00183_date_00003_monitoring_portugual",0.0132452226742457,0.00564854309602782,0.0358495488795299,"IMD",183,3,2174282.69472905,2878029.49168873,"RT17","RT17","RT12",NA,31,NA
"site_00183_date_00185_miljodata_sweden",0.00675191362459565,0.00311721510167032,0.015234618668915,"IMD",183,185,6286186,381855,"RT6",NA,"RT04",NA,61,NA
"site_00183_date_00561_monitoring_poland",0.0135230809993892,0.00376941030245597,0.0591895824083772,"IMD",183,561,3315519.01836208,4732706.55183293,"RT17","RT17","RT04",NA,19,NA
"site_00184_date_00058_monitoring_poland",0.00768315230646227,0.00150968442452158,0.0535806749681482,"IMD",184,58,3452144.57344384,4665161.04045073,"RT4","RT4_5","RT02",NA,22,"D"
"site_00184_date_00183_miljodata_sweden",0.00722094115076893,0.00343739579915514,0.0168310091511588,"IMD",184,183,6270925,395597,"RT6",NA,"RT05",NA,55,NA
"site_00185_date_00003_monitoring_portugual",0.0077391393227718,0.00342511878904381,0.0198930053557119,"IMD",185,3,2167476.69464547,2882644.48744098,"RT14","RT14_15_16","RT12",NA,42,"G"
"site_00185_date_00199_miljodata_sweden",0.00620942188211837,0.0025720187136532,0.0150286959375597,"IMD",185,199,6380306,459056,"RT12",NA,"RT08",NA,56,NA
"site_00185_date_00385_ebro",0.00752901341138768,0.00328935236824374,0.0198574106665362,"IMD",185,385,2230008.01460396,3233286.52138773,"RT14","RT14_15_16","RT10",NA,33,"G"
"site_00186_date_00003_monitoring_portugual",0.00818024797239612,0.00347776884650782,0.0216103400729068,"IMD",186,3,2165447.09100487,2895771.29287173,"RT6","RT6","RT12",NA,36,NA
"site_00186_date_00058_monitoring_poland",0.00895659758444505,0.00155566650725864,0.0612395555722709,"IMD",186,58,3452448.79240276,4664736.92145888,"RT6","RT6","RT05",NA,18,NA
"site_00186_date_00201_miljodata_sweden",0.00868007085842947,0.00396197404151341,0.0184282508887172,"IMD",186,201,6536656,293756,"RT6",NA,"RT05",NA,54,NA
"site_00187_date_00188_miljodata_sweden",0.00770874053020604,0.00375352357657763,0.0165694817963374,"IMD",187,188,6834409,592749,"RT12",NA,"RT09",NA,55,NA
"site_00188_date_00142_miljodata_sweden",0.00683621149540549,0.00346453982144542,0.0154215535183112,"IMD",188,142,6958958,609594,"RT12",NA,"RT09",NA,43,NA
"site_00189_date_00032_miljodata_sweden",0.00626891311310522,0.0030883890237863,0.0128458639161624,"IMD",189,32,7071459,655369,"RT12",NA,"RT08",NA,61,NA
"site_00189_date_00058_monitoring_poland",0.00649156160497928,0.00189798344886235,0.0268135771021025,"IMD",189,58,3442563.17219524,4667244.23127333,"RT6","RT6","RT05",NA,24,NA
"site_00190_date_00057_miljodata_sweden",0.0045236674813632,0.00170101753716819,0.0139079814483451,"IMD",190,57,6974774,431604,"RT9",NA,"RT09",NA,40,"F"
"site_00190_date_00303_naiades",0.010615677309573,0.00417427319827824,0.030916556868055,"IMD",190,303,2989640.98360481,3498200.53839538,"RT5","RT4_5","RT03",NA,55,"D"
"site_00191_date_00175_miljodata_sweden",0.00759238717996902,0.00331153688848284,0.0182619126575039,"IMD",191,175,6632144,528101,"RT6",NA,"RT04",NA,43,NA
"site_00192_date_00161_miljodata_sweden",0.00885930528244069,0.00447837837704788,0.0187245984354734,"IMD",192,161,6249344,461950,"RT6",NA,"RT04",NA,62,NA
"site_00193_date_00003_monitoring_portugual",0.00928425187890889,0.00403526883563884,0.0226551663120849,"IMD",193,3,2185942.39979188,2912527.18661751,"RT3","RT3","RT11",NA,42,"C"
"site_00193_date_00199_miljodata_sweden",0.00717792013524267,0.00386462740285462,0.0153189748648577,"IMD",193,199,6381638,423955,"RT6",NA,"RT04",NA,61,NA
"site_00193_date_00334_naiades",0.00637782606282615,0.00297988004809939,0.0151365512336039,"IMD",193,334,2422786.76962281,3851214.50672066,"RT3","RT3","RT10",NA,56,"C"
"site_00193_date_00461_monitoring_poland",0.00480565503562794,0.000927685497548339,0.0295563401698633,"IMD",193,461,3250261.03164754,5030047.24981809,"RT3","RT3","RT05",NA,16,"C"
"site_00194_date_00003_monitoring_portugual",0.00952784873969792,0.00407220019475649,0.0260984927274048,"IMD",194,3,2179367.84944932,2925057.03717051,"RT18","RT8_10_11_18","RT11",NA,33,"E"
"site_00194_date_00044_rcs",0.00916618911311371,0.00320478150751308,0.0256866624819247,"IMD",194,44,2782752.97435805,3988954.2394813,"RT18","RT8_10_11_18","RT07",NA,55,"E"
"site_00194_date_00080_wiser",0.00298260548408967,0.00144224241003625,0.00658566322627995,"IMD",194,80,2775866.54320651,4747257.28419424,"RT18","RT8_10_11_18","RT06",NA,52,"E"
"site_00194_date_00093_miljodata_sweden",0.00804476025535863,0.00382522779080482,0.0178500709088878,"IMD",194,93,6639738,415412,"RT1",NA,"RT01",NA,44,"A"
"site_00195_date_00022_miljodata_sweden",0.00703180692543079,0.000874574322798344,0.139536695125292,"IMD",195,22,6491396,541988,"RT6",NA,"RT05",NA,4,NA
"site_00196_date_00036_miljodata_sweden",0.00184629628383701,0.000527346391546806,0.00708203423408087,"IMD",196,36,6742906,462930,"RT9",NA,"RT09",NA,23,"F"
"site_00197_date_00015_miljodata_sweden",0.00294169587828079,0.000998742835508889,0.0100021981311853,"IMD",197,15,6659970,467134,"RT12",NA,"RT08",NA,20,NA
"site_00198_date_00071_miljodata_sweden",0.00144953576593603,0.000344436851813053,0.00726475815882027,"IMD",198,71,6622992,373926,"RT3",NA,"RT05",NA,21,"C"
"site_00198_date_00351_naiades",0.00713958538191545,0.00346184908875495,0.016791693142217,"IMD",198,351,2439586.48021306,3840547.00641873,"RT8","RT8_10_11_18","RT08",NA,55,"E"
"site_00199_date_00095_rcs",0.00552709039705518,0.00206509227484791,0.0164896155061504,"IMD",199,95,2801636.06898319,3995300.08224894,"RT10","RT8_10_11_18","RT06",NA,50,"E"
"site_00199_date_00209_miljodata_sweden",0.00410258736942283,0.00191012043976886,0.0100677189512474,"IMD",199,209,6229124,471463,"RT6",NA,"RT04",NA,17,NA
"site_00200_date_00213_miljodata_sweden",0.0018713523456305,0.000641378228221016,0.00594236755440368,"IMD",200,213,6434816,324602,"RT6",NA,"RT04",NA,27,NA
"site_00202_date_00015_miljodata_sweden",0.00236011290267283,0.000702321064961599,0.00939059686634669,"IMD",202,15,6566110,687234,"RT3",NA,"RT05",NA,23,"C"
"site_00202_date_00279_monitoring_poland",0.0141217292281566,0.00448190523527397,0.0623976392570108,"IMD",202,279,3417691.80448685,4671839.51079889,"RT2","RT2","RT04",NA,30,"B"
