"sample_id","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","richness"
"site_00705_date_00240_monitoring_spain","00705","0240",2054844.12313401,3012239.85086945,"RT14","RT14_15_16","RT10",36
"site_00706_date_00240_monitoring_spain","00706","0240",2050069.46917506,2994703.27684243,"RT14","RT14_15_16","RT10",27
"site_00709_date_00260_wiser","00709","0260",3118032.50975967,4258587.30039472,"RT4","RT4_5","RT02",19
"site_00710_date_00077_rcs","00710","0077",2575573.33531109,3853999.17043551,"RT9","RT9","RT09",53
"site_00711_date_00241_monitoring_spain","00711","0241",2063754.64679703,3008993.15709728,"RT14","RT14_15_16","RT10",25
"site_00711_date_00260_wiser","00711","0260",3116641.43961345,4244057.07134001,"RT14","RT14_15_16","RT06",30
"site_00712_date_00006_naiades","00712","0006",2674449.43736011,3677544.51239355,"RT14","RT14_15_16","RT03",57
"site_00712_date_00241_monitoring_spain","00712","0241",2060517.22330102,3006598.18397938,"RT14","RT14_15_16","RT10",34
"site_00712_date_00251_rcs","00712","0251",2575573.33531109,3853999.17043551,"RT14","RT14_15_16","RT09",42
"site_00713_date_00026_rcs","00713","0026",2585482.54688925,3878121.39366928,"RT14","RT14_15_16","RT08",32
"site_00713_date_00242_monitoring_spain","00713","0242",2074565.7220015,3037917.26295315,"RT14","RT14_15_16","RT10",20
"site_00714_date_00110_rcs","00714","0110",2585482.54688925,3878121.39366928,"RT14","RT14_15_16","RT08",40
"site_00714_date_00242_monitoring_spain","00714","0242",2064960.64876185,3028315.1781024,"RT14","RT14_15_16","RT10",28
"site_00715_date_00242_monitoring_spain","00715","0242",2061849.53152747,3039082.58283054,"RT14","RT14_15_16","RT10",34
"site_00715_date_00252_rcs","00715","0252",2585482.54688925,3878121.39366928,"RT14","RT14_15_16","RT08",49
"site_00716_date_00006_naiades","00716","0006",2685050.61198216,3665839.55539442,"RT5","RT4_5","RT03",55
"site_00716_date_00093_rcs","00716","0093",2585482.54688925,3878121.39366928,"RT5","RT4_5","RT08",47
"site_00718_date_00243_monitoring_spain","00718","0243",2142280.58402262,2928614.27674106,"RT18","RT8_10_11_18","RT11",22
"site_00719_date_00243_monitoring_spain","00719","0243",2074272.17782414,3042812.33668668,"RT14","RT14_15_16","RT10",24
"site_00720_date_00244_monitoring_spain","00720","0244",2193759.83553331,3118435.83496555,"RT19","RT19","RT12",13
"site_00721_date_00110_rcs","00721","0110",2682531.50942085,3883228.61737726,"RT4","RT4_5","RT08",57
"site_00722_date_00244_rcs","00722","0244",2682531.50942085,3883228.61737726,"RT4","RT4_5","RT08",54
"site_00722_date_00656_naiades","00722","0656",2710767.48571749,3654735.93806277,"RT4","RT4_5","RT02",54
"site_00723_date_00158_naiades","00723","0158",2712462.30696842,3654652.52021839,"RT18","RT8_10_11_18","RT03",57
"site_00723_date_00244_monitoring_spain","00723","0244",2158344.08085875,3036685.35965147,"RT18","RT8_10_11_18","RT11",10
"site_00726_date_00205_rcs","00726","0205",2666975.49747337,3887081.22195815,"RT8","RT8_10_11_18","RT08",57
"site_00727_date_00037_naiades","00727","0037",2724605.28580457,3627444.36671499,"RT14","RT14_15_16","RT03",52
"site_00727_date_00246_monitoring_spain","00727","0246",2099894.75747657,3014633.58486364,"RT14","RT14_15_16","RT10",11
"site_00729_date_00110_rcs","00729","0110",2661060.70940446,3879036.94220576,"RT18","RT8_10_11_18","RT08",52
"site_00729_date_00248_monitoring_spain","00729","0248",2123589.55790195,3113803.06231166,"RT18","RT8_10_11_18","RT11",19
"site_00731_date_00237_rcs","00731","0237",2661060.70940446,3879036.94220576,"RT8","RT8_10_11_18","RT08",46
"site_00732_date_00005_rcs","00732","0005",2653034.16184197,3889126.72564123,"RT4","RT4_5","RT09",41
"site_00732_date_01113_naiades","00732","1113",2729539.64238401,3600555.07726451,"RT4","RT4_5","RT02",34
"site_00733_date_00131_rcs","00733","0131",2653034.16184197,3889126.72564123,"RT19","RT19","RT09",34
"site_00733_date_00250_monitoring_spain","00733","0250",2082203.6978832,2945999.98935948,"RT19","RT19","RT12",27
"site_00734_date_00250_monitoring_spain","00734","0250",2071398.52834137,2911603.96812327,"RT14","RT14_15_16","RT10",32
"site_00735_date_00255_rcs","00735","0255",2653034.16184197,3889126.72564123,"RT9","RT9","RT09",35
"site_00740_date_00254_monitoring_spain","00740","0254",2201800.926877,3038311.62185825,"RT18","RT8_10_11_18","RT11",10
"site_00741_date_00182_wiser","00741","0182",3470898.7899265,4278769.38337534,"RT3","RT3","RT05",25
"site_00742_date_00197_wiser","00742","0197",3369243.59666248,4448825.63217532,"RT18","RT8_10_11_18","RT04",22
"site_00742_date_00255_monitoring_spain","00742","0255",2232841.70509518,3017726.24826375,"RT18","RT8_10_11_18","RT11",30
"site_00744_date_00269_wiser","00744","0269",3340379.13587324,4417423.07561465,"RT8","RT8_10_11_18","RT02",21
"site_00744_date_01181_naiades","00744","1181",2559089.66029761,3681733.0693059,"RT8","RT8_10_11_18","RT08",44
"site_00746_date_00063_rcs","00746","0063",2600398.61216524,3850824.55175625,"RT9","RT9","RT09",37
"site_00746_date_00659_naiades","00746","0659",2564891.8136109,3659545.51726694,"RT9","RT9","RT09",39
"site_00747_date_00129_rcs","00747","0129",2600398.61216524,3850824.55175625,"RT14","RT14_15_16","RT09",41
"site_00747_date_00257_monitoring_spain","00747","0257",2190510.33479214,3236123.64707831,"RT14","RT14_15_16","RT10",24
"site_00748_date_00093_rcs","00748","0093",2600398.61216524,3850824.55175625,"RT14","RT14_15_16","RT09",29
"site_00748_date_00257_monitoring_spain","00748","0257",2188914.23493381,3242478.93986467,"RT14","RT14_15_16","RT10",25
"site_00749_date_00191_monitoring_poland","00749","0191",3267549.00713947,4976686.48818817,"RT7","RT7","RT02",15
"site_00749_date_00694_naiades","00749","0694",2577080.64991193,3698644.05712402,"RT7","RT7","RT09",51
"site_00750_date_00258_monitoring_spain","00750","0258",2219570.44591657,3226088.0193462,"RT14","RT14_15_16","RT10",30
"site_00751_date_00129_rcs","00751","0129",2615832.23947666,3841663.9996223,"RT14","RT14_15_16","RT09",37
"site_00751_date_00258_monitoring_spain","00751","0258",2217002.07712514,3237020.17565048,"RT14","RT14_15_16","RT10",30
"site_00751_date_01153_naiades","00751","1153",2572920.6897163,3682166.1788398,"RT14","RT14_15_16","RT09",45
"site_00752_date_00020_naiades","00752","0020",2576600.11282489,3679580.27489508,"RT9","RT9","RT08",47
"site_00752_date_00068_rcs","00752","0068",2615832.23947666,3841663.9996223,"RT9","RT9","RT09",41
"site_00752_date_00258_monitoring_spain","00752","0258",2212518.14466532,3233113.6952065,"RT9","RT9","RT10",26
"site_00752_date_00751_monitoring_czech2","00752","0751",3079480.02275884,4729574.58584323,"RT9","RT9","RT09",40
"site_00753_date_00192_rcs","00753","0192",2586261.94483527,3832266.36510623,"RT18","RT8_10_11_18","RT08",45
"site_00753_date_00258_monitoring_spain","00753","0258",2241866.93050858,2992276.94604618,"RT18","RT8_10_11_18","RT11",20
"site_00754_date_00150_rcs","00754","0150",2586261.94483527,3832266.36510623,"RT14","RT14_15_16","RT08",52
"site_00754_date_00258_monitoring_spain","00754","0258",2239267.88410182,2971258.848378,"RT14","RT14_15_16","RT10",16
"site_00755_date_00260_rcs","00755","0260",2586261.94483527,3832266.36510623,"RT8","RT8_10_11_18","RT08",49
"site_00755_date_00622_naiades","00755","0622",2572287.87933267,3670709.83219903,"RT8","RT8_10_11_18","RT08",51
"site_00756_date_00258_monitoring_spain","00756","0258",2074233.92345319,3121653.50696769,"RT9","RT9","RT10",16
"site_00756_date_00261_rcs","00756","0261",2586261.94483527,3832266.36510623,"RT9","RT9","RT08",46
"site_00756_date_00770_monitoring_czech2","00756","0770",3063636.28349381,4743224.10190532,"RT9","RT9","RT09",27
"site_00757_date_00259_monitoring_spain","00757","0259",2264934.94905252,2987945.20675467,"RT14","RT14_15_16","RT10",18
"site_00758_date_00260_monitoring_spain","00758","0260",2203707.63996471,3147238.87942433,"RT18","RT8_10_11_18","RT11",21
"site_00759_date_00260_monitoring_spain","00759","0260",2221980.29116777,2950672.41433359,"RT18","RT8_10_11_18","RT11",26
"site_00760_date_00261_monitoring_spain","00760","0261",2256860.36918186,2941310.84057046,"RT14","RT14_15_16","RT10",32
"site_00761_date_00261_monitoring_spain","00761","0261",2255843.83645374,2919851.6595005,"RT18","RT8_10_11_18","RT11",28
"site_00762_date_00598_naiades","00762","0598",2545673.22430202,3654975.95065939,"RT8","RT8_10_11_18","RT08",49
"site_00764_date_00262_monitoring_spain","00764","0262",2182549.85347389,3253890.5277882,"RT8","RT8_10_11_18","RT10",31
"site_00764_date_00263_rcs","00764","0263",2641740.70937143,3853404.42295371,"RT8","RT8_10_11_18","RT09",56
"site_00764_date_00784_monitoring_czech2","00764","0784",3070471.64194679,4677994.12025887,"RT8","RT8_10_11_18","RT08",35
"site_00765_date_00263_monitoring_spain","00765","0263",2173842.35468879,3235588.93388106,"RT8","RT8_10_11_18","RT10",31
"site_00765_date_00784_monitoring_czech2","00765","0784",3069324.83569859,4673654.72854965,"RT8","RT8_10_11_18","RT08",36
"site_00767_date_00019_rcs","00767","0019",2665132.96099703,3837709.14424511,"RT14","RT14_15_16","RT06",57
"site_00767_date_00265_monitoring_spain","00767","0265",2180673.05127611,3274317.1210617,"RT14","RT14_15_16","RT10",38
"site_00769_date_00237_rcs","00769","0237",2665132.96099703,3837709.14424511,"RT10","RT8_10_11_18","RT06",54
"site_00771_date_00019_rcs","00771","0019",2658805.43631844,3831295.67473215,"RT8","RT8_10_11_18","RT08",55
"site_00771_date_00197_wiser","00771","0197",3362496.02787342,4426721.97341932,"RT8","RT8_10_11_18","RT02",22
"site_00772_date_00265_rcs","00772","0265",2658805.43631844,3831295.67473215,"RT14","RT14_15_16","RT08",55
"site_00772_date_00266_monitoring_spain","00772","0266",2328451.71539317,3058583.06926374,"RT14","RT14_15_16","RT10",28
"site_00773_date_00069_rcs","00773","0069",2658805.43631844,3831295.67473215,"RT14","RT14_15_16","RT08",53
"site_00773_date_00266_monitoring_spain","00773","0266",2167529.10737721,3287000.98128003,"RT14","RT14_15_16","RT10",21
"site_00777_date_00068_rcs","00777","0068",2621227.11940712,3826871.46768707,"RT9","RT9","RT09",27
"site_00778_date_00012_rcs","00778","0012",2680072.36424144,3805226.17530552,"RT4","RT4_5","RT02",50
"site_00781_date_00268_monitoring_spain","00781","0268",2342956.01915876,3015738.95242058,"RT14","RT14_15_16","RT10",30
"site_00784_date_00269_monitoring_spain","00784","0269",2266012.65672958,3117835.58564011,"RT18","RT8_10_11_18","RT11",27
"site_00788_date_00271_monitoring_spain","00788","0271",2242374.6863525,3022608.24400038,"RT18","RT8_10_11_18","RT11",21
"site_00789_date_00198_monitoring_poland","00789","0198",3151572.67035422,5125713.63648865,"RT4","RT4_5","RT02",25
"site_00790_date_00189_rcs","00790","0189",2442253.81121331,3817819.29665351,"RT14","RT14_15_16","RT08",51
"site_00790_date_00272_monitoring_spain","00790","0272",2313865.93950203,3112494.88294634,"RT14","RT14_15_16","RT10",27
"site_00793_date_00072_rcs","00793","0072",2442253.81121331,3817819.29665351,"RT8","RT8_10_11_18","RT08",40
"site_00795_date_00134_rcs","00795","0134",2456381.36561178,3805246.44176288,"RT18","RT8_10_11_18","RT08",54
"site_00795_date_00274_monitoring_spain","00795","0274",2151463.92895751,3107310.47709868,"RT18","RT8_10_11_18","RT11",26
"site_00796_date_00168_rcs","00796","0168",2456381.36561178,3805246.44176288,"RT18","RT8_10_11_18","RT08",41
"site_00796_date_00275_monitoring_spain","00796","0275",2226937.37413269,2954435.45352586,"RT18","RT8_10_11_18","RT11",33
"site_00797_date_00270_rcs","00797","0270",2456381.36561178,3805246.44176288,"RT18","RT8_10_11_18","RT08",44
"site_00797_date_00275_monitoring_spain","00797","0275",2219196.0417967,2981977.46740571,"RT18","RT8_10_11_18","RT11",29
"site_00798_date_00001_rcs","00798","0001",2471890.38066743,3753860.24757592,"RT14","RT14_15_16","RT10",39
"site_00799_date_00008_rcs","00799","0008",2471890.38066743,3753860.24757592,"RT5","RT4_5","RT10",32
"site_00800_date_00144_rcs","00800","0144",2471890.38066743,3753860.24757592,"RT14","RT14_15_16","RT10",45
"site_00800_date_00276_monitoring_spain","00800","0276",2330832.94488744,3091427.56652674,"RT14","RT14_15_16","RT10",31
"site_00801_date_00277_monitoring_spain","00801","0277",2337750.96025907,3107925.29056862,"RT14","RT14_15_16","RT10",31
"site_00808_date_00031_naiades","00808","0031",2552127.12235076,3721763.38955703,"RT9","RT9","RT09",39
"site_00811_date_00031_naiades","00811","0031",2572088.42238999,3713616.60169216,"RT8","RT8_10_11_18","RT08",38
"site_00813_date_00768_naiades","00813","0768",2588039.99352483,3707177.10270601,"RT9","RT9","RT09",50
"site_00814_date_00024_naiades","00814","0024",2591024.43433796,3704379.8591663,"RT8","RT8_10_11_18","RT08",44
"site_00817_date_00227_naiades","00817","0227",2601721.68232169,3698160.6819293,"RT8","RT8_10_11_18","RT08",44
"site_00819_date_00002_naiades","00819","0002",2614744.96165724,3684631.22868415,"RT9","RT9","RT09",53
"site_00820_date_00064_monitoring_uk","00820","0064",3583155.6728953,3509942.2037082,"RT5","RT4_5","RT03",22
"site_00822_date_00002_naiades","00822","0002",2612821.71098122,3710590.27220892,"RT8","RT8_10_11_18","RT08",52
"site_00824_date_00116_naiades","00824","0116",2615266.09752497,3700585.92834138,"RT8","RT8_10_11_18","RT08",57
"site_00824_date_00135_rcs","00824","0135",2495050.96423176,3831050.65159568,"RT8","RT8_10_11_18","RT08",43
"site_00825_date_00078_rcs","00825","0078",2495050.96423176,3831050.65159568,"RT8","RT8_10_11_18","RT08",48
"site_00827_date_00769_naiades","00827","0769",2615446.37252957,3696699.94269769,"RT8","RT8_10_11_18","RT08",33
"site_00830_date_01302_naiades","00830","1302",2621594.92893884,3682546.1266999,"RT8","RT8_10_11_18","RT08",54
"site_00831_date_00124_naiades","00831","0124",2611217.30300006,3668622.18955214,"RT9","RT9","RT09",35
"site_00831_date_00241_rcs","00831","0241",2528178.94453105,3824683.26622645,"RT9","RT9","RT08",41
"site_00832_date_00081_rcs","00832","0081",2528178.94453105,3824683.26622645,"RT9","RT9","RT08",44
"site_00832_date_01043_naiades","00832","1043",2613968.24608995,3677401.42426077,"RT9","RT9","RT09",51
"site_00833_date_00279_rcs","00833","0279",2528178.94453105,3824683.26622645,"RT5","RT4_5","RT08",26
"site_00833_date_00524_naiades","00833","0524",2638191.53543289,3689728.78239676,"RT5","RT4_5","RT03",41
"site_00835_date_00106_naiades","00835","0106",2633508.46511212,3673736.70007273,"RT3","RT3","RT05",49
"site_00837_date_00202_monitoring_poland","00837","0202",3328536.17465233,5089771.35702437,"RT3","RT3","RT05",22
"site_00840_date_00203_monitoring_poland","00840","0203",3353279.7429567,5070983.33655489,"RT1","RT1","RT01",31
"site_00841_date_00026_rcs","00841","0026",2566695.08226618,3829175.58158863,"RT4","RT4_5","RT09",45
"site_00842_date_00032_rcs","00842","0032",2566695.08226618,3829175.58158863,"RT2","RT2","RT09",46
"site_00842_date_00228_naiades","00842","0228",2584933.01669081,3696751.75997248,"RT2","RT2","RT09",41
"site_00842_date_00613_monitoring_poland","00842","0613",3174396.25857149,4891307.88220768,"RT2","RT2","RT04",12
"site_00843_date_00281_rcs","00843","0281",2566695.08226618,3829175.58158863,"RT8","RT8_10_11_18","RT09",54
"site_00844_date_00020_naiades","00844","0020",2590431.47742837,3668970.67986466,"RT9","RT9","RT09",54
"site_00844_date_00055_rcs","00844","0055",2566695.08226618,3829175.58158863,"RT9","RT9","RT09",42
"site_00846_date_00032_rcs","00846","0032",2579603.23797986,3818221.35230964,"RT9","RT9","RT09",42
"site_00846_date_00908_naiades","00846","0908",2588069.75799821,3675547.84971711,"RT9","RT9","RT09",50
"site_00848_date_00060_rcs","00848","0060",2579603.23797986,3818221.35230964,"RT9","RT9","RT09",36
"site_00850_date_00154_rcs","00850","0154",2552075.01468944,3747722.74224359,"RT9","RT9","RT08",50
"site_00851_date_00261_naiades","00851","0261",2584464.13776296,3642180.93169638,"RT9","RT9","RT09",40
"site_00852_date_00096_rcs","00852","0096",2552075.01468944,3747722.74224359,"RT8","RT8_10_11_18","RT08",41
"site_00857_date_00367_naiades","00857","0367",2626030.61276402,3659741.01775757,"RT3","RT3","RT05",46
"site_00860_date_00037_naiades","00860","0037",2637147.10991661,3646206.35811265,"RT5","RT4_5","RT03",55
"site_00862_date_00066_rcs","00862","0066",2592870.34087558,3774952.89695544,"RT4","RT4_5","RT08",35
"site_00863_date_00285_rcs","00863","0285",2592870.34087558,3774952.89695544,"RT8","RT8_10_11_18","RT08",44
"site_00864_date_00280_rcs","00864","0280",2592870.34087558,3774952.89695544,"RT2","RT2","RT08",36
"site_00864_date_00375_naiades","00864","0375",2646322.78639415,3637979.82878892,"RT2","RT2","RT04",53
"site_00869_date_01221_naiades","00869","1221",2672970.69525079,3642106.23330052,"RT4","RT4_5","RT02",56
"site_00871_date_00128_naiades","00871","0128",2661572.46390685,3656451.83058658,"RT2","RT2","RT04",41
